date,ticker,learned_score,learned_label,velocity_zscore,guidance_divergence
2023-12-31 21:00:00,AAPL,-0.3662816586725413,0,-5.45138572934439,False
2024-03-31 21:00:00,AAPL,-0.3719736684902255,0,-5.446801950706154,False
2024-06-30 21:00:00,AAPL,0.08208959570707793,1,-3.7981580121629204,False
2024-09-30 21:00:00,AAPL,0.06029581094250085,1,-3.8738690482358713,False
